mem	days	uri
152	0	smarturl.it/ListenKooks
152	0	www.twitch.tv/liltim22
150	0	instagram.com/p/tRMTKmgMSk/
150	0	lespostsdecathy.over-blog.com/
149	0	celebandtechnews.tumblr.com/
146	0	jenkinjenkin.tumblr.com/
145	0	www.ebay.com/itm/like/271613825239
143	45	www.greenmeteorteam.com/
141	0	twitter.com/camerondallas/status/508849897844400128
140	0	rally.org/hugs4chris
139	8	r.gnavi.co.jp/area/aream2107/soba/rs/
137	10	www.gamenesia.com/
135	0	www.modernrockmusicevents.com/
133	0	www.marketplace.org/topics/world/chinas-economic-boom-leaves-trail-ghost-cities
131	0	melodyline.wix.com/miyaginikoniko01
129	0	instagram.com/p/tROXmbrZ1j/
127	0	www.acefrehleytour.com/
126	178	www.datpiff.com/pop-mixtape-player.php
126	135	www.meredith.com/media_portfolio/broadcast.html
126	0	www.juicies.com/collections/plus
124	6	favstar.fm/users/ScarletStoner
121	0	aim2impact.com/
118	9	pregnancy365.com/
115	0	instagram.com/jadeleanna_
112	0	breaking-news.theindiansubcontinent.com/game-of-thrones/item/27724-tv-ratings-madam-secretary-brings-a-crowd-the-good-wife-returns
111	0	desinema.com/rare-photos-of-india/
110	1	www.wildsoundfestival.com/video_pitch_festival.html
110	0	xavierlamouche.blogspot.ca/
102	0	beta.sportingnews.com/article/4611621-aaron-rodgers-surprise-annie-pediatric-cancer-video
98	266	castingforrecovery.org/
97	6	www.pushpowerpromo.com/Artist-Development
96	0	dronespassion.com/
93	797	www.google.com/search
93	0	elpais.com/elpais/2014/09/22/inenglish/1411401634_302890.html
93	0	www.fashion-style-shoes-beauty.com/
92	217	lightfm.com.au/
91	0	der-steppen-wolf.tumblr.com/post/98188241568/vida-encolores-miente-y-te-odiaran-di-la
91	0	www.cnet.com/news/killed-off-game-of-thrones-star-returning/
90	0	www.sherockstheplanet.tv/
84	0	instagram.com/mendyata
84	0	vimeo.com/106433516
83	0	www.pinterest.com/pin/436919601323260753/
81	0	Ask.fm/WulanResasti
80	20	www.cypheredwolf.com
75	0	www.twitch.tv/franmtg17
74	2	christianlivingclmasafamia.blogspot.com/
68	0	t-fes.org/2014/home.htm
68	0	ww.itimes.com/poll/best-adventure-54207eb32977c
66	0	www.incubiincarnate.com
65	3	www.rasmilu.com
64	0	ameblo.jp/rirakoma/
64	0	perfectradiousa.com/
60	13	www.chiangraibulletin.com/
57	23	paleo.com.au/2012/04/wapf-paleo/
53	17	afdah.com/
53	0	itunes.apple.com/us/album/anaconda/id903120132
53	0	raptr.com/Mystiana/wall
51	13	frost.sd54.org/mrcscience/
51	5	www.beyondfandom.com/
49	3306	asagi-s.sakura.ne.jp
48	1054	www.cityblast.com
46	0	path.com/p/1N6a2J
45	0	www.youtube.com/user/ItsNotRyanGaming
43	7	www.csmonitor.com/Science/2014/0905/New-dinosaur-skeleton-Was-it-the-biggest-ever-video
37	4021	takechiyo.from.tv
36	1	dronespassion.com/nasas-greased-lightning-tests-vertical-takeoff/
35	0	traveljapan.in/
35	0	vine.co/v/OW6HVwQlwZO
34	18	www.amazon.co.jp/Ghost-Stories-Coldplay/dp/B00IQE4NUK
34	0	www.findshotfirst.com/
32	181	www.pixiv.net/member.php
32	0	faddabubbz.listen2myradio.com/
32	0	twitter.com/luke5sos/status/180198933535002624
32	0	www.youtube.com/user/M21Dizzy
29	19	musicpromo.mixtapeslots.com/index.php
29	0	soundcloud.com/teamghftunes/fly-ban-so-be-it
27	0	espn.go.com/blog/sec/post/_/id/89172/sims-puts-iron-bowl-rivalry-aside-for-a-day
24	1	www.norikokato.com/event/event.html
23	25	moismiiy21.blogdetik.com/
23	0	www.touchtalent.com/sketching/art/caption-it-272384
22	0	vine.co/v/O76armMDnn1
21	0	movies.allwomenstalk.com/seemingly-important-game-of-thrones-characters-george-r-r-martin-has-killed
21	0	twitter.com/Lily_thg/status/513836774268104704/photo/1
20	190	www.comicbookmovie.com/fansites/JoshWildingNewsAndReviews/news/
20	10	stereowilliamsshow.com/
20	0	www.fussstyle.com
20	0	www.carlforassembly.com/home.html
20	0	www.topix.com/extreme-sports/2014/09/thrill-seekers-converge-on-grand-haven
20	0	www.zazzle.com/funny_cartoon_dinosaur_playing_soccer_kickstand_ipad_case-256140231950080724
19	6	lilagotswag.wordpress.com/
19	0	kdvr.com/2014/09/22/gotham-is-different-from-other-superhero-shows/
18	0	www.last.fm/user/afrop190
17	0	www.hi-galaxy-s5.com/2014/05/50-samsung-galaxy-s5-tips-tricks.html
17	0	www.king5.com/story/life/2014/09/22/hospital-nurse-answers-moms-prayers/16080999/
16	0	Instagram.com/k.i.m.taeyeon
16	0	itunes.apple.com/us/album/thats-how-strong-my-love-is/id920164934
15	2	www.BonanzaSeller.com/gifts.htm
15	1	warungkode.com/
15	0	mashable.com/2014/09/22/samsung-galaxy-alpha-launch/
14	0	www.amazon.com/Boys-2-Disc-Special-Edition-Brand/dp/B00BK67AH4
13	33	www.RocklandBusinesses.com/
13	0	vif-music.com/2014/09/13/royz%ef%bc%a0%e6%b8%8b%e8%b0%b7%e5%85%ac%e4%bc%9a%e5%a0%82/
13	0	www.percymad.bigcartel.com/
12	3	yunyunyun.net/
12	0	www.sopitas.com/site/380038-cartel-oficial-del-festival-tropico-2014/
12	0	www.youtube.com/user/michellethuggg
11	0	iPhone6msk.ru/
11	0	twitter.com/NBCTheVoice/status/514223841858433025/photo/1
11	0	www.reggaeville.com/nc/artist-details/artist/cecile/vid/interview-with-cecile-nightly-fix/ac/artistVideos.html
10	1780	rafadamar.com
10	3	www.wowow.co.jp/music/gg/
10	0	everydayiscrissmas.tumblr.com/
9	0	6abc.com/politics/corbett-wolf-joust-over-taxes-finances-in-debate/319948/
9	0	bossrushsociety.smackjeeves.com/
9	0	instagram.com/divaarigrande
9	0	itunes.apple.com/us/album/arrow-season-2-original-television/id918700555
9	0	open.spotify.com/album/4xn8oAUTa4N6zoRxSpUvXt
9	0	twitpic.com/photos/7thRockAlien
8	0	alexandro.flavors.me/
8	0	instagram.com/p/tRMbxayU6F/
8	0	tatodemacedo.blogspot.com/2014/08/eleicoes-no-brasil-so-einstein-explica.html
8	0	www.ebay.com/itm/Samsung-Galaxy-S-4-SCH-R970C-16GB-White-Cricket-CRACKED-BAD-LCD-/271613915966
8	0	www.youtube.com/channel/UC_M3lgmIXPpKO8LMCzk2gnw
7	1	www.billboard.com/iheartradio-2014-best-performances-ed-sheeran-steve-aoki-nicki-minaj-paramore-usher
7	0	lilagotswag.tumblr.com/post/98189911047/meangirls-at-one-oasis-cebu-garden
7	0	open.spotify.com/artist/1vCW9H8CBf2rPjHNnvIlP3
7	0	www.sonymusic.co.jp/artist/PinkFloyd/info/444904
6	2	www.huffingtonpost.com/2014/09/16/cheetah-robot-mit_n_5825488.html
6	0	www.hudl.com/athlete/3608382/highlights/168194376
5	0	eatandvote.com/en/restaurants/wolf-in-the-fog
5	0	twitposts.com/poking-fun-of-the-iphone-6/2/
5	0	www.bandsintown.com/event/8473242
5	0	www.cnet.com/news/at-t-to-sell-samsungs-galaxy-alpha-starting-sept-26/
5	0	www.ebay.com/itm/burlap-wedding-vintage-sunflower-decor-sign-our-guestbook-/261524587803
5	0	www.gofundme.com/epstow
5	0	www.ryanseacrest.com/2014/09/21/backstage-at-night-2-of-2014-iheartradio-music-festival-photos/
4	36	OccupyBawlStreet.com/
4	1	togetter.com/li/721403
4	0	bigbusinessdeluxe.17bullets.com/twitter_post.php
4	0	bleacherreport.com/articles/2207610-aaron-rodgers-surprises-girl-and-entire-neighborhood-to-support-pediatric-cancer
3	1057	ministry-of-plenty.co.uk
3	577	mileycyrus.com/
3	28	gangstacity.tumblr.com/
3	2	vine.co/v/MLeQQ6DMZuO
3	1	www.bijouelf.tumblr.com/
3	0	6abc.com/news/teen-dead-another-critical-in-shooting-outside-hospital/319447/
3	0	ask.fm/kindrahadi
3	0	ay.gy/qfwjI
3	0	blog.packers.com/2014/09/22/aaron-rodgers-backs-young-girls-campaign-to-raise-awareness-of-childhood-cancer/
3	0	despertadortlax.com/
3	0	favstar.fm/users/sluttylumbrjack/recent
3	0	haleymdecker.blogspot.com/
3	0	instagram.com/p/tROiKxBHkT/
3	0	lydiatakespictures.tumblr.com/post/98190838647/kevinbolk-artist-boldly-reimagines-disney
3	0	moshimoshinippon.tumblr.com/
3	0	music.remezcla.com/2014/latin/news-comemes-djs-pareja-embark-on-us-mexico-canada-tour/
3	0	pods.drsnutrition.org/36-the-paleo-diet
3	0	prize76083.blogspot.com/
3	0	stcommunities.straitstimes.com/music/2014/09/22/super-junior-hits-100-concert-milestone
3	0	twitter.com/Arthuxr
3	0	twitter.com/iBiebersHaven/status/514144227971043329/photo/1
3	0	twitter.com/nashgrier/status/508317769268752384
3	0	ujector.com/iphone/goldgenie-announces-two-24ct-gold-iphone-6-collections-2.html
3	0	www.booster.com/rhiannon
3	0	www.contactmusic.com/story/aaron-carter-determined-to-complete-tour-marathon-without-a-sick-day_4382596
3	0	www.etsy.com/listing/152907046/sale-vintage-60s-70s-sanibel-sport
3	0	www.mimagazine.mx/index.php/tecnologia/item/einstein-acierta-de-nuevo-el-tiempo-va-mas-lento-para-un-reloj-en-movimiento
3	0	www.nbcphiladelphia.com/news/local/2-People-Struck-in-Olney-Shooting-276211811.html
3	0	www.opry.com/artist/jonathan-jackson
3	0	www.reverbnation.com/play_now/21860216
3	0	www.thebarefootreview.com.au/menu/music/124-2014-music-reviews/1007-beethoven-festival-2.html
3	0	www.universal-music.co.jp/da-ice/news/2014/06/01
2	54	www.wowow.co.jp/music/xjapan/
2	40	www.partycity.com/category/halloween+costumes/dog+costumes/tv+movie+dog+costumes.do
2	25	saludybelleza.tv/
2	9	favstar.fm/users/onbeingher
2	6	comoeumesintoquando.tumblr.com/post/87799197453/comeco-a-gostar-de-um-personagem-em-game-of-thrones
2	6	store.steampowered.com/agecheck/app/292120/
2	3	www.etsy.com/shop/SABDECO
2	3	www.nicovideo.jp/watch/sm3397500
2	1	itunes.apple.com/jp/app/final-fantasy-tactics-shi/id446761242
2	0	700childrens.nationwidechildrens.org/childhood-cancer-treating-whole-family/
2	0	adamcemerson.tumblr.com/post/98187811539/south-dakota-film-festival
2	0	advancescreenings.com/screening/pride/us/ny/new_york
2	0	bigstory.ap.org/article/3b1f1db5b516403eba69ace37c785d03/mike-tyson-aids-motorcyclist-after-vegas-crash
2	0	blog.kodamatic.com/archives/1555
2	0	characterjapan.com/content/9298
2	0	devjeetkaur.com/the-song-of-the-hummingbird/
2	0	dragplus.com/web/go/
2	0	ElyBahianaVINTAGEshop.jimdo.com/
2	0	espn.go.com/sportsnation/post/_/id/11570684/aaron-rodgers-goes-door-door-spread-word-good-cause
2	0	iggyazaleaweb.com/178/iggy-azalea-and-ellie-goulding-song-to-premiere-today-during-movie-trailer/
2	0	instagram.com/p/tRO2MjojWl/
2	0	instagram.com/p/tRO5i9p11k/
2	0	james-insogna.artistwebsites.com/featured/double-lightning-strike-harmony-james-bo-insogna.html
2	0	live105.cbslocal.com/2014/09/22/the-superhero-street-fair-and-edm-music-fest-is-happening-in-sf-this-weekend-mission-bayview-potrero/
2	0	malinaufest.blogspot.com/
2	0	paleohackscookbook.cbwso.com/brandnew99/cbfeed/09231403/paleohacks-cookbook.php
2	0	raptr.com/M1tch3llN0rw00d/wall
2	0	riodejaneiro.angloinfo.com/business-directory/listing/6874/adventure-sportsguide-robson-richers.html
2	0	tu2dm.blogspot.com/2014/09/game-of-thrones-fan-theory-will-blow.html
2	0	uverse.com/music/artist/sam-hunt-country-deep
2	0	wakeuphello.tumblr.com/post/98189382169/jet-setto-radio-leaked-screenshot-of-final
2	0	www.3djuegos.com/noticia/146851/0/final-fantasy-xv/mundo-abierto/puedes-hacer-lo-que-quieras/
2	0	www.animenewsnetwork.com/interest/2014-09-22/fans-are-having-a-field-day-photoshopping-the-final-fantasy-xv-trailer/.79079
2	0	www.artfire.com/ext/shop/product_view/10164379
2	0	www.ascopost.com/ViewNews.aspx
2	0	www.blognyadimashadi.blogspot.com/
2	0	www.bungie.net/7_Update-1014---Patch-Notes/en/News/News
2	0	www.comerciocenter.com/info
2	0	www.emcade.com/n/http://t.co/Xie3wdOERp
2	0	www.etsy.com/listing/184826050/final-fantasy-inspired-cactuar-necklace
2	0	www.nerdice.com.br/game-of-thrones-confira-novas-fotos-dos-bastidores-da-quinta-temporada/
2	0	www.pcsaudavel.com/galaxy-alpha-samsung-vendido.html
2	0	www.penniehunt.com/blogwritings-fom-the-corner-of-spirit--brave/decision-fatigue1
2	0	www.swarmapp.com/7015rn/checkin/5420c72f498eaec918e2653c
2	0	www.tampabay.com/blogs/lightning/lightning-lineup-vs-predators-vasilevskiy-makes-debut/2198940
2	0	www.testicularcancerawarenessfoundation.org/tee-off-for-testicular-cancer-vegas/
2	0	www.tierragamer.com/la-trilogia-de-final-fantasy-xiii-llega-pc/
2	0	www.twitch.tv/hakahse
2	0	www.viralspell.com/this-faithful-dog-stands-by-her-best-friends-side-to-help-the-cheetah-recover-from-surgery/
2	0	yunyunyun.net/new.php
2	0	zombieapocalypse.net/artist-spotlight/artist-spotlight-al-matra
1	4378	abiismith.tumblr.com
1	2654	www.telegrafo.com.ec/
1	1029	inthe-sky-with-diamonds.tumblr.com
1	268	www.theaustralian.com.au/nocookies
1	216	www.theinformation.com/
1	141	www.comicbookmovie.com/fansites/nailbiter111/news/
1	56	kdvr.com/category/on-air/good-day-colorado/
1	34	www.nicovideo.jp/watch/sm11884641
1	31	www.tsp-corp.jp/
1	28	www.animelicenciado.com/
1	23	www.jp.square-enix.com/ff_atb/
1	18	www.beyondthecanopy.com/
1	16	www.newwavetraders.com/trash-compactor.html
1	14	theconsoleinsider.com/
1	12	doux-riens.tumblr.com/
1	12	www.hekaleka.org/
1	11	www.naomiklein.org/articles/2000/11/environmentally-canadas-going-way-dinosaur
1	11	www.scvweddingsandevents.com/
1	10	www.dezeen.com/2012/06/06/movie-thomas-heatherwick-on-designing-a-new-bus-for-london/
1	8	www.TheIvoryCarversDaughter.com/
1	7	myvancity.ca/
1	6	19910827.co.kr/
1	6	www.dailymotion.com/video/xcvf8y_kiely-williams-cheetah-girls-specta_music
1	6	www.ecroaker.com/
1	5	www.pbs.org/newshour/bb/public-lands-natural-setting-extreme-sports/
1	4	apod.nasa.gov/apod/ap140313.html
1	4	www.penniehunt.com/
1	4	"www.theonion.com/articles/iphone-6-plus-vs-samsung-galaxy-s5,36969/"
1	3	auctranking.com/y/d
1	3	fixitfetus.tumblr.com
1	3	heffysdoodles.tumblr.com/
1	3	soundcloud.com/sentient
1	2	barbherbert.com/
1	2	ceciliando.tumblr.com/
1	2	dagoddessmusik.webs.com/
1	2	www.hiphopdx.com/index/news/id.29137/title.a3c-hip-hop-festival-announces-a3c-volume-4-album
1	2	www.youtube.com/user/JustJoshingYouUp
1	1	missingpetalert.wordpress.com/2014/03/13/missing-isis/
1	1	paleolifestyle.co.uk/
1	1	screen.yahoo.com/live/event/iheartradio-festival-2014
1	1	soundcloud.com/theerealsmoove/sum-luv
1	1	www.avclub.com/article/ode-marshall-and-lily-true-central-couple-how-i-me-209227
1	1	www.etsy.com/shop/TheTallGrass
1	1	www.flickr.com/photos/125308583@N05/
1	1	www.huffingtonpost.com/2014/09/22/oklahoma-john-bennett-islam_n_5863084.html
1	1	www.iphone-osaka.biz/staff-blog/2014/09/post-49.html
1	0	25.media.tumblr.com/326391c5494abdf581357e404966d03b/tumblr_mujwan7usp1r9fgijo5_500.gif
1	0	5-piece.pcriot.com/
1	0	abcnews.go.com/Sports/qatar-host-2022-world-cup-claims-fifa-executive/story
1	0	ahmedgadelmula.outloudlaughs.net/game-of-thrones-re-imagined-as-a-disney-movie
1	0	ajnaralegardens.in/
1	0	all-gothic-world.blogspot.com/2014/05/sunflower.html
1	0	ameblo.jp/tsun-0305/
1	0	archive.org/details/southernbelles2014-09-12.mk4_24bit
1	0	archiveofourown.org/users/shannyfish/works
1	0	ask.fm/abstraque
1	0	ask.fm/BrittanynicoleS
1	0	battlelog.battlefield.com/bf4/user/AsteRisk-Ghost/
1	0	blog.livedoor.jp/kamekameboy/archives/40970011.html
1	0	blog.rideabike.com/2014/05/santa-cruz-2014-jackal.html
1	0	breaking-news.theindiansubcontinent.com/game-of-thrones/item/27725-scorpion-what-happens-when-a-certified-genius-crashes-the-writers-room
1	0	brendaleonf.tumblr.com/
1	0	clallrounder.webs.com
1	0	confessionsofaracefan.wordpress.com/
1	0	deals.ebay.com/5001503780_Driven_Sports_ACTIVATE_XTREME_Extreme_Testosterone_Booster_120_Capsules
1	0	der-steppen-wolf.tumblr.com/post/98188251378
1	0	espn.uol.com.br/noticia/441910_skatista-pioneiro-no-brasil-bruno-brown-morre-de-cancer-aos-52-anos
1	0	ftw.usatoday.com/2014/09/mike-tyson-helps-motorcycle-crash-victim
1	0	gee.lu/ijELX
1	0	giving-up-the-ghost.tumblr.com/post/98188168483/askingprincegumball-yaminabearies
1	0	gyazo.com/7c5da0dbc2acf38b54714a0b32db9d1a
1	0	iasmusic.blogspot.com/2014/09/coming-93014-music-artist-showcase-vol-5.html
1	0	instagram.com/lily_michelle
1	0	Instagram.com/lily0829_8
1	0	instagram.com/manoums/
1	0	instagram.com/p/tRNcuisNLS/
1	0	instagram.com/p/tROSTBo-QJ/
1	0	instagram.com/p/tRO-xjzLbP/
1	0	insubcontinent.com/entertainment/item/54091-injured-motorcyclist-says-mike-tyson-was-his-superhero
1	0	itunes.apple.com/nl/artist/tony-bennett/id484980
1	0	itunes.apple.com/us/podcast/how-is-this-movie/id737566691
1	0	jogos.uol.com.br/ultimas-noticias/2014/09/22/zodiac-e-novo-game-de-produtores-de-final-fantasy-e-kingdom-hearts.htm
1	0	josefloresnyc.tumblr.com/
1	0	jp.finalfantasyxiv.com/lodestone/character/8779652/
1	0	Kareuta.flavors.me/
1	0	kotaku.com/final-fantasy-xvs-road-trip-as-imagined-by-the-interne-1637786643/+papapishu
1	0	limitlesspursuits.com/
1	0	m.facebook.com/muhammadrizkimutalif
1	0	m.soundcloud.com/bugattidatrapstar/vans
1	0	metyarin.tumblr.com/post/98187715973/zerostatereflex-mit-robotic-cheetah-oh-hell
1	0	mixtapeaffiliates.com/dan-man-pro-instrumental-mixtape/
1	0	n4g.com/news/1592046/racial-diversity-gaming-hour-34-final-fantasy-xv-is-mantastic
1	0	nbcuni-music.com/fripside/liveinfo/news/hp0001/index00020000.html
1	0	news.feedzilla.com/en_us/stories/sports/extreme-sports---bmx/398794263
1	0	ow.ly/i/6UhfN
1	0	path.com/p/4rqhfi
1	0	perezhilton.com/2014-09-22-game-of-thrones-defend-home-spear
1	0	prize60222.blogspot.com/
1	0	prize85856.blogspot.com/
1	0	raptr.com/Drakuaza/wall
1	0	saigaijyouhou.com/blog-entry-3936.html
1	0	shellys-edge-of-heaven.tumblr.com/
1	0	soundcloud.com/fatihkodra
1	0	soundcloud.com/parisg-1
1	0	soundcloud.vo.llnwd.net/GILKOiBozHKk
1	0	static1.belezaextraordinaria.com.br/articles/3/97/3/@/7097-lily-collins-foi-a-estreia-de-mirror-680x0-2.jpg
1	0	store.shopping.yahoo.co.jp/eco11/disney-5s.html
1	0	strawberrysunny.tumblr.com/
1	0	synchtu.be/r/CassiesHouseofHorror
1	0	theanimalrescuesite.greatergood.com/clickToGive/ars/petition/DOW-WolfCarnage
1	0	theconsoleinsider.com/2014/09/racial-diversity-gaming-hour-34-final-fantasy-xv-is-mantastic/
1	0	traveljapan.in/shibamata-taishakuten-sculpture-gallery-suikeien-garden/
1	0	twitchy.com/2014/09/22/joe-biden-if-congress-doesnt-see-the-lord-on-immigration-theyll-see-lightning-instead/
1	0	twitter.com/bokuranoashiato
1	0	twitter.com/ratedrmendes/status/503637955962228736
1	0	twitter.com/rxcklesstiles/status/514099209277288449/photo/1
1	0	verusirae.tumblr.com/post/98186474003/you-are-the-lightning-erm-well-keep-up-the
1	0	videogamesclub.net/nintendo/here-8217s-the-final-fantasy-explorers-trailer-from-the-tokyo-game-show
1	0	vine.co/v/M0F1v3H3IOw
1	0	vine.co/v/M9imKXAYdPA
1	0	vine.co/v/O7h6TAdn0ru
1	0	vine.co/v/O7iF1JeiYb3
1	0	vine.co/v/OzmBii6PA3x
1	0	weheartit.com/entry/138412604/via/mayradeoliveira_oliveira
1	0	weheartit.com/entry/138413148/via/1DandTaylorSwift
1	0	www.24-horas.mx/fan-de-game-of-thrones-doblega-a-ladron-con-un-sable/
1	0	www.bankmecu.com.au/central-home/environment/what-to-plant-in-spring.html
1	0	www.blastr.com/2014-9-22/fire-breathing-tarantulas-attack-police-academy-alums-wild-new-b-movie-lavalantula
1	0	www.blibli.com/promo/samsung-galaxy-note-4-sepuluh-ribu/
1	0	www.blogtalkradio.com/dead-air/2014/09/23/prime-time-paranormal-nick-groff-and-the-stars-of-his-new-show-ghost-stalkers
1	0	www.cbs46.com/story/26594358/5-cheetah-cubs-born-at-metro-richmond-zoo
1	0	www.cnbc.com/id/102021368
1	0	www.crunchyroll.com/anime-news/2014/09/22-1/video-gunslinger-stratos-2-cast-cosplays-as-final-fantasy-characters
1	0	www.dailymotion.com/video/x26cezi_iggy-azalea-medley-iheartradio-festival_music
1	0	www.desad.dp.ua/
1	0	www.ebay.com/itm/like/251653910366
1	0	www.etsy.com/listing/184833941/final-fantasy-inspired-chibi-chocobo
1	0	www.fudol.tv/shop_list/320643/gal
1	0	www.gamenesia.com/5796419277422592/detil-lebih-lanjut-mengenai-final-fantasy--vii-g--bike
1	0	www.gamespot.com/articles/final-fantasy-assassins-creed-composers-to-appear-/1100-6422471/
1	0	www.gamespot.com/articles/final-fantasy-xv-demo-will-last-you-3-4-hours-or-m/1100-6422483/
1	0	www.itv.com/news/2014-09-22/dopey-gran-accidentally-grows-weed-in-her-garden/
1	0	www.jacobinmag.com/2014/09/the-promise-of-socialist-feminism/
1	0	www.kapanlagi.com/showbiz/film/indonesia/demi-gundala-hanung-tunda-proyek-proyek-film-lainnya-1904f0.html
1	0	www.mtv.com/news/1939514/injured-motorcyclist-mike-tyson-superhero/
1	0	www.nacion.com/nacional/salud-publica/Hospital-Mexico-utilizara-novedosa-prostata_0_1440656139.html
1	0	www.nexofin.com/notas/166771-un-fanatico-de-game-of-thrones-apunalo-a-un-delincuente-con-un-sable-medieval-n-/
1	0	www.oystermag.com/watch-kanye-west-perform-his-greatest-hits
1	0	www.pinterest.com/harlowepilgrim/harlowe-pilgrims-superheroes/
1	0	www.pinterest.com/pin/527695281312359214/
1	0	www.psu.com/feature/24727/Racial-Diversity-Gaming-Hour-34--Final-Fantasy-XV-is-mantastic
1	0	www.rafflecopter.com/rafl/display/e05c901533/
1	0	www.revolutiontoursinc.com/historic-ghost-tour.html
1	0	www.ticketmaster.com.au/artist/2008672
1	0	www.tups4.com/final-fantasy-xv-apostara-por-una-mayor-libertad/
1	0	www.vandal.net/noticia/1350655816/la-demo-de-final-fantasy-xv-durara-entre-tres-y-cuatro-horas/
1	0	www.visitapuertovallarta.com.mx/evento/festival-gourmet-internacional-puerto-vallarta
1	0	www.xn--3-ieu4b3d056uwc9bwtkw71at8c.com/archives/100.html
1	0	www.youtube.com/channel/UCcEaNB-d6-yoyFlO08JUqUw
1	0	www.youtube.com/user/maora7nana
1	0	www.zappermedia.ro/
1	0	www.zippcast.com/video/b5e1635fb338d152a4e
1	0	yLC.acxe.net/e/1SDD/x4MI/
0	4060	www.CasaDomonico.com
0	958	lightning0929.blog.fc2.com
0	109	www.womanaroundtown.com/
0	0	docs.google.com/forms/d/1DnMhAWdIWuvvbkeIBOns9PeXeC73VjP-YRwuQsB7tlk/viewform
0	0	getnaija.blogspot.com/2014/09/mike-tyson-came-to-rescue-of-motorcycle.html
0	0	music.yahoo.com/blogs/yahoo--on-the-road/how-to-get-tickets-for-the-yahoo-on-the-road-concerts-001140749.html
0	0	soundcloud.com/gmg-music-inc/aviator-keyz-broken-heart
0	0	soundcloud.com/kattacomb
0	0	viioletsasa.tumblr.com/
0	0	wefollow.com/teeco71dotcom
0	0	www.bandsintown.com/event/8573441
0	0	www.modern-art-museum-gallery.com/artist-news/whitney-museum-of-american-art-jeff-koons.html
